Title,Year,Age,Platform,Occurrence,Rating type,Score
Masum,2017,16+,Netflix,1,IMDb,8.4
Cable Girls,2017,18+,Netflix,1,IMDb,7.6
Lady Dynamite,2016,16+,Netflix,1,IMDb,7.4
The Mire,2018,18+,Netflix,1,IMDb,6.9
Tabula Rasa,2017,18+,Netflix,1,IMDb,8
Clannad,2007,7+,Netflix,1,IMDb,7.9
Ugly Delicious,2018,18+,Netflix,1,IMDb,7.8
Fate/stay night [Unlimited Blade Works],2014,18+,Netflix,1,IMDb,8
Man with a Plan,2016,7+,Netflix,1,IMDb,7
Rilakkuma and Kaoru,2019,7+,Netflix,1,IMDb,8.3
World War II In HD Colour,2009,7+,Netflix,1,IMDb,8.7
Boys Over Flowers,2009,16+,Netflix,1,IMDb,7.9
Meteor Garden,2018,16+,Netflix,1,IMDb,8.1
"What's New, Scooby-Doo?",2002,7+,Netflix,1,IMDb,7.3
Sick Note,2017,18+,Netflix,1,IMDb,6.8
Big Time Rush,2009,all,Netflix,1,IMDb,6.4
Girlboss,2017,18+,Netflix,1,IMDb,7
Quicksand,2019,18+,Netflix,1,IMDb,7.5
Rotten,2018,18+,Netflix,1,IMDb,7.2
The Irregulars,2021,18+,Netflix,1,IMDb,5.9
College Romance,2018,18+,Netflix,1,IMDb,8.8
Elite Short Stories: Carla Samuel,2021,18+,Netflix,1,IMDb,7
Bard of Blood,2019,18+,Netflix,1,IMDb,6.9
Charmed,2018,16+,Netflix,1,IMDb,4.6
The New Legends of Monkey,2018,7+,Netflix,1,IMDb,6.5
"The Mind, Explained",2019,16+,Netflix,1,IMDb,8
Fast & Furious Spy Racers,2019,7+,Netflix,1,IMDb,5.5
Occupied,2015,16+,Netflix,1,IMDb,7.7
Toast of London,2013,16+,Netflix,1,IMDb,8.2
Patriot Act with Hasan Minhaj,2018,18+,Netflix,1,IMDb,8.3
Greatest Events of World War II in Colour,2019,16+,Netflix,1,IMDb,8.7
Offspring,2010,16+,Netflix,1,IMDb,8.3
Blown Away,2019,7+,Netflix,1,IMDb,7.1
60 Days In,2016,16+,Netflix,1,IMDb,7.7
Trese,2021,18+,Netflix,1,IMDb,7.1
Hot Girls Wanted: Turned On,2017,18+,Netflix,1,IMDb,6.6
The Heirs,2013,16+,Netflix,1,IMDb,7.5
The Curious Creations of Christine McConnell,2018,7+,Netflix,1,IMDb,7.8
Alexa & Katie,2018,all,Netflix,1,IMDb,7.5
Sailor Moon Crystal,2014,16+,Netflix,1,IMDb,8
La Reina del Sur,2011,18+,Netflix,1,IMDb,8
Pine Gap,2018,16+,Netflix,1,IMDb,7.2
Suburra: Blood on Rome,2017,18+,Netflix,1,IMDb,7.9
Taco Chronicles,2019,18+,Netflix,1,IMDb,7.9
She,2020,18+,Netflix,1,IMDb,6.5
Between,2015,16+,Netflix,1,IMDb,6
Velvet,2014,16+,Netflix,1,IMDb,8.1
Bobby Kennedy for President,2018,16+,Netflix,1,IMDb,8.2
Durarara!!,2010,16+,Netflix,1,IMDb,7.9
Hostages,2013,16+,Netflix,1,IMDb,6.7
Rhythm + Flow,2019,18+,Netflix,1,IMDb,7.7
Blue Exorcist,2011,16+,Netflix,1,IMDb,7.4
L.A.'s Finest,2019,16+,Netflix,1,IMDb,6
The Protector,2018,18+,Netflix,1,IMDb,6.7
Too Hot to Handle,2020,18+,Netflix,1,IMDb,4.6
Are You The One?,2014,16+,Netflix,1,IMDb,6.5
Little Things,2016,18+,Netflix,1,IMDb,8.3
Still Game,2002,16+,Netflix,1,IMDb,8.8
Transformers: Prime,2010,7+,Netflix,1,IMDb,7.9
Henry Danger,2014,all,Netflix,1,IMDb,5.7
Tidying Up with Marie Kondo,2019,7+,Netflix,1,IMDb,6.6
Nightflyers,2018,18+,Netflix,1,IMDb,5.9
Love 101,2020,18+,Netflix,1,IMDb,7.5
Car Masters: Rust to Riches,2018,7+,Netflix,1,IMDb,8.8
WHAT / IF,2019,18+,Netflix,1,IMDb,6.3
Total Drama Island,2007,7+,Netflix,1,IMDb,7.2
Roman Empire,2016,16+,Netflix,1,IMDb,7
Deadwind,2018,18+,Netflix,1,IMDb,7.2
People Just Do Nothing,2014,18+,Netflix,1,IMDb,8.5
B: The Beginning,2018,18+,Netflix,1,IMDb,7.2
Somebody Feed Phil,2018,16+,Netflix,1,IMDb,8.2
Girl from Nowhere,2018,18+,Netflix,1,IMDb,7.7
Cocaine Coast,2018,18+,Netflix,1,IMDb,7.9
The Liberator,2020,7+,Netflix,1,IMDb,7.6
The Irregular at Magic High School,2014,16+,Netflix,1,IMDb,7.2
Hap and Leonard,2016,18+,Netflix,1,IMDb,7.7
Dark Desire,2020,18+,Netflix,1,IMDb,6.5
Seis Manos,2019,18+,Netflix,1,IMDb,7.2
Control Z,2020,18+,Netflix,1,IMDb,6.9
The House of Flowers,2018,18+,Netflix,1,IMDb,7.6
America's Next Top Model,2003,7+,Netflix,1,IMDb,5.5
Tribes of Europa,2021,18+,Netflix,1,IMDb,6.8
Somos.,2021,18+,Netflix,1,IMDb,7.2
The Great Heist,2020,18+,Netflix,1,IMDb,7.3
The One,2021,18+,Netflix,1,IMDb,6.6
Carmen Sandiego,2019,7+,Netflix,1,IMDb,7.9
The Chef Show,2019,18+,Netflix,1,IMDb,8.2
Traitors,2019,18+,Netflix,1,IMDb,6.6
Wet Hot American Summer: Ten Years Later,2017,16+,Netflix,1,IMDb,6.9
The Neighbor,2019,18+,Netflix,1,IMDb,6.6
Billy on the Street,2011,16+,Netflix,1,IMDb,7.8
October Faction,2020,18+,Netflix,1,IMDb,6.2
Start-Up,2020,16+,Netflix,1,IMDb,8.1
Night on Earth,2020,7+,Netflix,1,IMDb,8.2
DOTA: Dragon's Blood,2021,18+,Netflix,1,IMDb,8
The Break,2016,18+,Netflix,1,IMDb,7.6
The Letter for the King,2020,7+,Netflix,1,IMDb,5.9
Osmosis,2019,16+,Netflix,1,IMDb,5.9
Another Life,2019,18+,Netflix,1,IMDb,5
Ju-On: Origins,2020,18+,Netflix,1,IMDb,6.1
Diagnosis,2019,18+,Netflix,1,IMDb,7.7
The Eddy,2020,18+,Netflix,1,IMDb,7.2
Magi,2012,16+,Netflix,1,IMDb,7.8
Elite Short Stories: Guzmán Caye Rebe,2021,18+,Netflix,1,IMDb,7.5
Memories of the Alhambra,2018,16+,Netflix,1,IMDb,7.8
Pacific Rim: The Black,2021,16+,Netflix,1,IMDb,7.1
V Wars,2019,18+,Netflix,1,IMDb,6.1
The Windsors,2016,18+,Netflix,1,IMDb,7.1
The Sons of Sam: A Descent Into Darkness,2021,18+,Netflix,1,IMDb,7
Sunderland 'Til I Die,2018,18+,Netflix,1,IMDb,8.1
Rebellion,2016,16+,Netflix,1,IMDb,7.2
The A List,2018,7+,Netflix,1,IMDb,5.5
Tales of the City,2019,16+,Netflix,1,IMDb,7.4
Disjointed,2017,18+,Netflix,1,IMDb,6.8
Gentefied,2020,16+,Netflix,1,IMDb,7.4
Wanderlust,2018,16+,Netflix,1,IMDb,7.1
Murder Among the Mormons,2021,16+,Netflix,1,IMDb,7
Home for Christmas,2019,18+,Netflix,1,IMDb,7.7
Paradise PD,2018,18+,Netflix,1,IMDb,6.9
The Bachelorette,2003,16+,Netflix,1,IMDb,3.4
Little Witch Academia,2017,7+,Netflix,1,IMDb,7.9
El marginal,2016,18+,Netflix,1,IMDb,8.2
Teasing Master Takagi-san,2018,7+,Netflix,1,IMDb,7.7
Kakegurui,2017,16+,Netflix,1,IMDb,7.2
Attenborough's Life in Colour,2021,7+,Netflix,1,IMDb,8.3
Mortel,2019,18+,Netflix,1,IMDb,6.6
Kath & Kim,2002,7+,Netflix,1,IMDb,8.3
Charité,2017,7+,Netflix,1,IMDb,7.9
Hoarders,2009,7+,Netflix,1,IMDb,6.4
Unsolved: The Murders of Tupac and The Notorious B.I.G.,2018,18+,Netflix,1,IMDb,7.9
My Next Guest Needs No Introduction With David Letterman,2018,18+,Netflix,1,IMDb,7.9
Record of Ragnarok,2021,18+,Netflix,1,IMDb,6.2
White Lines,2020,18+,Netflix,1,IMDb,6.6
Luis Miguel: The Series,2018,16+,Netflix,1,IMDb,8
"Love, Chunibyo & Other Delusions",2012,16+,Netflix,1,IMDb,7.4
Kabaneri of the Iron Fortress,2016,18+,Netflix,1,IMDb,7.2
Greenhouse Academy,2017,7+,Netflix,1,IMDb,6.9
Mr. Iglesias,2019,16+,Netflix,1,IMDb,7.1
Hip Hop Evolution,2016,16+,Netflix,1,IMDb,8.4
The Game,2006,16+,Netflix,1,IMDb,6.7
Love on the Spectrum,2019,all,Netflix,1,IMDb,8.5
Greenleaf,2016,18+,Netflix,1,IMDb,7.4
The Final Table,2018,all,Netflix,1,IMDb,7.7
Life Sentence,2018,16+,Netflix,1,IMDb,6.6
Dogs of Berlin,2018,16+,Netflix,1,IMDb,7.6
Yasuke,2021,18+,Netflix,1,IMDb,6.2
Playing with Fire,2019,18+,Netflix,1,IMDb,5.9
"Hello, My Twenties!",2016,16+,Netflix,1,IMDb,8.3
Sam & Cat,2013,7+,Netflix,1,IMDb,5.7
Girls from Ipanema,2019,16+,Netflix,1,IMDb,7.9
Elite Short Stories: Omar Ander Alexis,2021,18+,Netflix,1,IMDb,7.4
MEGALOBOX,2018,16+,Netflix,1,IMDb,7.8
K-ON!,2009,16+,Netflix,1,IMDb,7.7
The Family,2019,16+,Netflix,1,IMDb,6.4
The Good Cop,2018,16+,Netflix,1,IMDb,7.1
This is a Robbery: The World's Biggest Art Heist,2021,18+,Netflix,1,IMDb,6.4
Chambers,2019,16+,Netflix,1,IMDb,6.5
Selena: The Series,2020,7+,Netflix,1,IMDb,6.8
BAKI,2018,18+,Netflix,1,IMDb,6.7
Cells at Work!,2018,16+,Netflix,1,IMDb,7.6
Reckoning,2019,18+,Netflix,1,IMDb,6.6
Queen Sono,2020,18+,Netflix,1,IMDb,5.9
WWII in HD,2009,18+,Netflix,1,IMDb,8.7
I Am a Killer,2018,18+,Netflix,1,IMDb,7.4
One of Us,2016,18+,Netflix,1,IMDb,7
Cuckoo,2012,16+,Netflix,1,IMDb,7.2
March Comes in Like a Lion,2016,7+,Netflix,1,IMDb,8.4
Börü,2018,18+,Netflix,1,IMDb,8.2
Elize Matsunaga: Once Upon a Crime,2021,18+,Netflix,1,IMDb,5.8
Invisible City,2021,all,Netflix,1,IMDb,7.4
High Seas,2019,16+,Netflix,1,IMDb,6.8
Man Down,2013,18+,Netflix,1,IMDb,7.6
Degrassi: Next Class,2016,7+,Netflix,1,IMDb,6.9
The Woods,2020,18+,Netflix,1,IMDb,6.5
Godzilla Singular Point,2021,16+,Netflix,1,IMDb,6.6
My Babysitter's a Vampire,2011,7+,Netflix,1,IMDb,7.1
Typewriter,2019,18+,Netflix,1,IMDb,6.5
Sonic X,2003,16+,Netflix,1,IMDb,6.2
Monthly Girls' Nozaki-kun,2014,7+,Netflix,1,IMDb,7.6
History of Swear Words,2021,18+,Netflix,1,IMDb,6.4
Dolly Parton's Heartstrings,2019,16+,Netflix,1,IMDb,7.6
Last Chance U: Basketball,2021,18+,Netflix,1,IMDb,8.4
The Next Step,2013,all,Netflix,1,IMDb,6.2
Midnight Diner: Tokyo Stories,2016,16+,Netflix,1,IMDb,8.4
Immigration Nation,2020,16+,Netflix,1,IMDb,7.4
The Barrier,2020,16+,Netflix,1,IMDb,6.8
Cannon Busters,2019,18+,Netflix,1,IMDb,6.8
Something in the Rain,2018,7+,Netflix,1,IMDb,8.1
Haters Back Off,2016,7+,Netflix,1,IMDb,6
Young Wallander,2020,18+,Netflix,1,IMDb,6.8
Toy Boy,2019,18+,Netflix,1,IMDb,6.4
Jack Whitehall: Travels with My Father,2017,18+,Netflix,1,IMDb,7.7
Sofia the First,2013,all,Netflix,1,IMDb,6.9
The Joel McHale Show with Joel McHale,2018,18+,Netflix,1,IMDb,7.2
America's Book of Secrets,2012,7+,Netflix,1,IMDb,6.8
Kiss Me First,2018,18+,Netflix,1,IMDb,6.3
A Very Secret Service,2015,18+,Netflix,1,IMDb,7.8
Scissor Seven,2018,7+,Netflix,1,IMDb,8.3
Summertime,2020,18+,Netflix,1,IMDb,5.5
The K2,2016,16+,Netflix,1,IMDb,7.8
The King's Avatar,2017,7+,Netflix,1,IMDb,7.7
The Twelve,2019,16+,Netflix,1,IMDb,7.5
Vanished 46,2016,16+,Netflix,1,IMDb,8.4
Valor,2017,16+,Netflix,1,IMDb,6
Northern Rescue,2019,16+,Netflix,1,IMDb,7.1
Equinox,2020,18+,Netflix,1,IMDb,6.1
Code Lyoko,2003,7+,Netflix,1,IMDb,7.3
Champions,2018,16+,Netflix,1,IMDb,6.1
Winx Club,2004,all,Netflix,1,IMDb,6.2
Dragons: Race to the Edge,2015,7+,Netflix,1,IMDb,8.3
Vexed,2010,7+,Netflix,1,IMDb,7.3
Family Business,2019,16+,Netflix,1,IMDb,7.4
BUNK'D,2015,all,Netflix,1,IMDb,5.4
Cathedral of the Sea,2018,16+,Netflix,1,IMDb,7.5
History 101,2020,7+,Netflix,1,IMDb,6.8
Cooked,2016,7+,Netflix,1,IMDb,8.1
Monarca,2019,18+,Netflix,1,IMDb,7.9
Indian Matchmaking,2020,16+,Netflix,1,IMDb,6.2
Perfume,2018,18+,Netflix,1,IMDb,7.1
Avlu,2018,18+,Netflix,1,IMDb,7.2
Wild District,2018,18+,Netflix,1,IMDb,8.3
Magic for Humans,2018,16+,Netflix,1,IMDb,7.2
50M2,2021,18+,Netflix,1,IMDb,7
Mako Mermaids: An H2O Adventure,2013,all,Netflix,1,IMDb,6.8
Extracurricular,2020,18+,Netflix,1,IMDb,7.7
Tunnel,2017,16+,Netflix,1,IMDb,8.3
Marseille,2016,18+,Netflix,1,IMDb,6.9
Elite Short Stories: Nadia Guzmán,2021,18+,Netflix,1,IMDb,6.4
The Rise of Phoenixes,2018,7+,Netflix,1,IMDb,8.6
Wakfu,2008,7+,Netflix,1,IMDb,8.2
How to Fix a Drug Scandal,2020,18+,Netflix,1,IMDb,7
Betaal,2020,18+,Netflix,1,IMDb,5.4
Sin Senos Sí Hay Paraíso,2016,16+,Netflix,1,IMDb,6.7
Japan Sinks: 2020,2020,18+,Netflix,1,IMDb,6.4
Girlfriends,2000,7+,Netflix,1,IMDb,7.2
Mobile Suit Gundam: Iron-Blooded Orphans,2015,18+,Netflix,1,IMDb,7.9
Curon,2020,18+,Netflix,1,IMDb,5.8
The Method,2015,18+,Netflix,1,IMDb,7.4
Amend: The Fight for America,2021,18+,Netflix,1,IMDb,7.9
The Crew,2021,16+,Netflix,1,IMDb,6.6
Sex Explained,2020,18+,Netflix,1,IMDb,6.9
Unauthorized Living,2018,18+,Netflix,1,IMDb,7.5
James Acaster: Repertoire,2018,18+,Netflix,1,IMDb,8.5
Blood & Water,2020,18+,Netflix,1,IMDb,6.4
Rust Valley Restorers,2018,16+,Netflix,1,IMDb,7.8
Immortals,2018,7+,Netflix,1,IMDb,5.3
Cheese in the Trap,2016,16+,Netflix,1,IMDb,7.4
Terrace House: Boys & Girls in the City,2015,7+,Netflix,1,IMDb,8.1
My Secret Romance,2017,16+,Netflix,1,IMDb,7.1
Marlon,2017,7+,Netflix,1,IMDb,7.1
The Bonfire of Destiny,2019,16+,Netflix,1,IMDb,7.7
100 Days My Prince,2018,16+,Netflix,1,IMDb,7.7
Let's Eat,2013,16+,Netflix,1,IMDb,7.7
Kung Fu Panda: Legends of Awesomeness,2011,7+,Netflix,1,IMDb,6.8
PJ Masks,2015,all,Netflix,1,IMDb,5.5
Incomplete Life,2014,16+,Netflix,1,IMDb,8.6
When Heroes Fly,2018,7+,Netflix,1,IMDb,7.2
The Last O.G.,2018,7+,Netflix,1,IMDb,6.9
DC Super Hero Girls,2019,7+,Netflix,1,IMDb,7.1
Chelsea Does,2016,18+,Netflix,1,IMDb,7.2
Girlfriends' Guide to Divorce,2014,16+,Netflix,1,IMDb,6.9
Daniel Sloss: Live Shows,2018,18+,Netflix,1,IMDb,8.6
Case,2015,16+,Netflix,1,IMDb,7.1
Always a Witch,2019,16+,Netflix,1,IMDb,6.2
The Boulet Brothers' Dragula,2016,18+,Netflix,1,IMDb,7.9
Lovestruck in the City,2020,16+,Netflix,1,IMDb,7.8
Bitter Daisies,2018,18+,Netflix,1,IMDb,7.2
Selection Day,2018,16+,Netflix,1,IMDb,7.4
"Bring It On, Ghost",2016,16+,Netflix,1,IMDb,7.6
(The Hook Up Plan),2018,16+,Netflix,1,IMDb,7.2
Because This Is My First Life,2017,16+,Netflix,1,IMDb,8.1
Medal of Honor,2018,16+,Netflix,1,IMDb,8.4
"Coronavirus, Explained",2020,7+,Netflix,1,IMDb,7.6
Teen Mom 2,2011,7+,Netflix,1,IMDb,4.3
Kantaro: The Sweet Tooth Salaryman,2017,7+,Netflix,1,IMDb,7.5
Al Hayba,2017,7+,Netflix,1,IMDb,7.4
Somewhere Between,2017,16+,Netflix,1,IMDb,6.3
Selling Sunset,2019,18+,Netflix,1,IMDb,6.3
Trailer Park Boys: The Animated Series,2019,18+,Netflix,1,IMDb,7.5
Ultraviolet,2017,18+,Netflix,1,IMDb,7
Ultraman,2019,16+,Netflix,1,IMDb,6.9
No Good Nick,2019,7+,Netflix,1,IMDb,6
Daughter From Another Mother,2021,18+,Netflix,1,IMDb,7.4
Tiny House Nation,2014,7+,Netflix,1,IMDb,7.1
High-Rise Invasion,2021,18+,Netflix,1,IMDb,6.7
Mystic Pop-up Bar,2020,16+,Netflix,1,IMDb,8
Glow Up: Britain's Next Make-Up Star,2019,16+,Netflix,1,IMDb,6.7
Falsa Identidad,2018,16+,Netflix,1,IMDb,7.1
Alien Worlds,2020,7+,Netflix,1,IMDb,6.5
Barbie: Life in the Dreamhouse,2012,all,Netflix,1,IMDb,7.4
Freud,2020,18+,Netflix,1,IMDb,6.5
God Eater,2015,16+,Netflix,1,IMDb,7
El Dragón: Return of a Warrior,2019,18+,Netflix,1,IMDb,7
Netflix Presents: The Characters,2016,18+,Netflix,1,IMDb,5.4
Vampires,2020,18+,Netflix,1,IMDb,5.6
#blackAF,2020,18+,Netflix,1,IMDb,6.8
Ever After High,2013,all,Netflix,1,IMDb,8
Sirius the Jaeger,2018,16+,Netflix,1,IMDb,6.8
Eternal Love,2017,7+,Netflix,1,IMDb,8.3
Murder Mountain,2018,16+,Netflix,1,IMDb,6.9
Dope,2017,16+,Netflix,1,IMDb,7.3
Troy: Fall of a City,2018,18+,Netflix,1,IMDb,3.8
Surviving Escobar - Alias JJ,2017,18+,Netflix,1,IMDb,7.9
Skylines,2019,16+,Netflix,1,IMDb,7.6
High Score Girl,2018,7+,Netflix,1,IMDb,8
Unit 42,2017,7+,Netflix,1,IMDb,7
The Velvet Collection,2017,16+,Netflix,1,IMDb,7.2
One on One,2001,16+,Netflix,1,IMDb,7.2
Monty Python: Almost the Truth (The Lawyer's Cut),2009,7+,Netflix,1,IMDb,8.1
Voice,2017,16+,Netflix,1,IMDb,7.7
La Révolution,2020,16+,Netflix,1,IMDb,6.5
Queer Eye: We're in Japan!,2019,16+,Netflix,1,IMDb,8.2
Man Like Mobeen,2017,18+,Netflix,1,IMDb,8
X-Men,2011,16+,Netflix,1,IMDb,6.9
7SEEDS,2019,18+,Netflix,1,IMDb,6.4
Ultimate Beastmaster,2017,all,Netflix,1,IMDb,7.3
Trigger Warning with Killer Mike,2019,16+,Netflix,1,IMDb,7
The Queen of Flow,2018,18+,Netflix,1,IMDb,7.8
The Upshaws,2021,16+,Netflix,1,IMDb,6.9
Huge in France,2019,16+,Netflix,1,IMDb,6.8
Good Morning Call,2016,all,Netflix,1,IMDb,7.5
Reality Z,2020,18+,Netflix,1,IMDb,5.4
Bella and the Bulldogs,2015,all,Netflix,1,IMDb,5.4
Johnny Test,2005,all,Netflix,1,IMDb,5.1
The Lost Pirate Kingdom,2021,18+,Netflix,1,IMDb,6.6
The I-Land,2019,18+,Netflix,1,IMDb,4.6
Free Rein,2017,all,Netflix,1,IMDb,7.3
Ashes of Love,2018,7+,Netflix,1,IMDb,8.4
Masha and the Bear,2009,all,Netflix,1,IMDb,7.5
All Hail King Julien,2014,7+,Netflix,1,IMDb,7.1
The Day I Met El Chapo: The Kate del Castillo Story,2017,18+,Netflix,1,IMDb,6.9
Argos Comunicación,2017,18+,Netflix,1,IMDb,7.2
Busted!,2018,16+,Netflix,1,IMDb,7.7
Street Food,2019,all,Netflix,1,IMDb,8.2
A Little Thing Called First Love,2019,all,Netflix,1,IMDb,8
Song Exploder,2020,18+,Netflix,1,IMDb,7.4
Spycraft,2021,18+,Netflix,1,IMDb,6.7
Thieves of the Wood,2020,18+,Netflix,1,IMDb,6.8
Headspace Guide to Meditation,2021,7+,Netflix,1,IMDb,8.5
Record of Grancrest War,2018,18+,Netflix,1,IMDb,7.2
Abyss,2019,16+,Netflix,1,IMDb,7.1
Silver Spoon,2014,16+,Netflix,1,IMDb,7.7
Omniscient,2020,18+,Netflix,1,IMDb,6.4
Creeped Out,2017,7+,Netflix,1,IMDb,6.6
The Worst Witch,2017,7+,Netflix,1,IMDb,7.3
Diablero,2018,16+,Netflix,1,IMDb,6.7
The Daily Life of the Immortal King,2020,16+,Netflix,1,IMDb,7.4
My First First Love,2019,7+,Netflix,1,IMDb,7.5
The Mr. Peabody & Sherman Show,2015,7+,Netflix,1,IMDb,5.8
The Business of Drugs,2020,18+,Netflix,1,IMDb,7.2
"Fresh, Fried & Crispy",2021,7+,Netflix,1,IMDb,6.2
Jiva!,2021,18+,Netflix,1,IMDb,5.7
Killer Ratings,2019,18+,Netflix,1,IMDb,8
Switched,2018,16+,Netflix,1,IMDb,7.1
Criminal: France,2019,7+,Netflix,1,IMDb,7.2
Bloodride,2020,18+,Netflix,1,IMDb,6.4
Glitch Techs,2020,all,Netflix,1,IMDb,7.9
Country Comfort,2021,7+,Netflix,1,IMDb,6.9
The Disappearance of Madeleine McCann,2019,16+,Netflix,1,IMDb,6.6
Nobody's Looking,2019,18+,Netflix,1,IMDb,7.8
Inside the World's Toughest Prisons,2016,18+,Netflix,1,IMDb,7.1
Family Reunion,2019,7+,Netflix,1,IMDb,6.5
Borderliner,2017,18+,Netflix,1,IMDb,6.8
Kissing Game,2020,18+,Netflix,1,IMDb,6.4
Neo Yokio,2017,18+,Netflix,1,IMDb,5.9
Crazy Delicious,2020,7+,Netflix,1,IMDb,6.7
Zumbo's Just Desserts,2016,7+,Netflix,1,IMDb,6.9
Bad Guys,2014,18+,Netflix,1,IMDb,7.9
We Are the Wave,2019,18+,Netflix,1,IMDb,6.1
Okupas,2000,18+,Netflix,1,IMDb,9.1
Sword Art Online Alternative: Gun Gale Online,2018,16+,Netflix,1,IMDb,6.9
The Haunted Hathaways,2013,all,Netflix,1,IMDb,5.3
TIGER & BUNNY,2011,16+,Netflix,1,IMDb,7.4
The Queen and the Conqueror,2020,16+,Netflix,1,IMDb,6.7
Hoops,2020,18+,Netflix,1,IMDb,6
Crime Diaries: The Candidate,2019,18+,Netflix,1,IMDb,7.6
Zac & Mia,2017,16+,Netflix,1,IMDb,7.9
Men on a Mission,2015,16+,Netflix,1,IMDb,8.3
Girls Hostel,2018,7+,Netflix,1,IMDb,8.1
Power Rangers Dino Fury,2021,7+,Netflix,1,IMDb,6.8
Broken,2019,16+,Netflix,1,IMDb,6.9
We the People,2021,7+,Netflix,1,IMDb,4.5
The Big Show Show,2020,all,Netflix,1,IMDb,6.4
Ares,2020,18+,Netflix,1,IMDb,5.6
The Duchess,2020,18+,Netflix,1,IMDb,6.8
Green Frontier,2019,18+,Netflix,1,IMDb,7.3
Nagi no Asukara,2013,7+,Netflix,1,IMDb,7.4
Luna Nera,2020,18+,Netflix,1,IMDb,5.6
Secrets of Great British Castles,2015,7+,Netflix,1,IMDb,7.8
Ridley Jones,2021,all,Netflix,1,IMDb,5.6
Next in Fashion,2020,16+,Netflix,1,IMDb,7.3
Children of the Whales,2017,16+,Netflix,1,IMDb,7.1
Live,2018,16+,Netflix,1,IMDb,8.4
Hangar 1: The UFO Files,2015,7+,Netflix,1,IMDb,7.3
Valeria,2020,18+,Netflix,1,IMDb,6.2
Girls und Panzer,2012,16+,Netflix,1,IMDb,7.4
World's Most Wanted,2020,16+,Netflix,1,IMDb,7.2
The Adventures of Puss in Boots,2015,7+,Netflix,1,IMDb,6.7
MeatEater,2012,16+,Netflix,1,IMDb,7.7
Old Money,2015,7+,Netflix,1,IMDb,7.6
"Breakfast, Lunch & Dinner",2019,18+,Netflix,1,IMDb,6.8
Trailer Park Boys: Out of the Park: Europe,2016,18+,Netflix,1,IMDb,6.7
Put Your Head on My Shoulder,2019,7+,Netflix,1,IMDb,8
Monzón: A Knockout Blow,2019,18+,Netflix,1,IMDb,7.9
The Expanding Universe of Ashley Garcia,2020,all,Netflix,1,IMDb,6.8
Two Sentence Horror Stories,2019,16+,Netflix,1,IMDb,5.5
Shot in the Dark,2017,18+,Netflix,1,IMDb,8.3
Criminal: Spain,2019,7+,Netflix,1,IMDb,6.9
Half & Half,2002,7+,Netflix,1,IMDb,7.1
The Least Expected Day: Inside the Movistar Team 2019,2020,7+,Netflix,1,IMDb,7.4
"Nicky, Ricky, Dicky & Dawn",2014,all,Netflix,1,IMDb,5.2
The Honeymoon Stand Up Special,2018,16+,Netflix,1,IMDb,6.9
BREAK IT ALL: The History of Rock in Latin America,2020,18+,Netflix,1,IMDb,7.6
Rapture,2018,18+,Netflix,1,IMDb,7.2
Chef's Table: France,2016,16+,Netflix,1,IMDb,8.3
Wolverine,2011,16+,Netflix,1,IMDb,6.3
La Doña,2016,16+,Netflix,1,IMDb,7.2
Accidentally In Love,2018,7+,Netflix,1,IMDb,7.6
Final Fantasy XIV: Dad of Light,2017,7+,Netflix,1,IMDb,7
Shadow,2019,7+,Netflix,1,IMDb,6.6
Sugar Rush,2018,7+,Netflix,1,IMDb,7
Trash Truck,2020,all,Netflix,1,IMDb,8.4
The Victims' Game,2020,18+,Netflix,1,IMDb,7.4
Floor is Lava,2020,all,Netflix,1,IMDb,5.3
Leila,2019,16+,Netflix,1,IMDb,4.8
The Last Kids on Earth,2019,7+,Netflix,1,IMDb,7.4
Behind Enemy Lines,2001,13+,Netflix,1,IMDb,6.4
Dating Around,2019,16+,Netflix,1,IMDb,6.3
Haunted,2018,18+,Netflix,1,IMDb,4.6
Drug Lords,2018,18+,Netflix,1,IMDb,6.8
Jinn,2019,16+,Netflix,1,IMDb,3.5
Bling Empire,2021,18+,Netflix,1,IMDb,5.8
The InBESTigators,2019,all,Netflix,1,IMDb,8.1
Ad Vitam,2018,7+,Netflix,1,IMDb,6.5
Girls Incarcerated,2018,18+,Netflix,1,IMDb,7.3
Bonus Family,2017,7+,Netflix,1,IMDb,7.6
The Club,2019,18+,Netflix,1,IMDb,6.3
Rabbids Invasion,2013,7+,Netflix,1,IMDb,5
Why Are You Like This?,2021,18+,Netflix,1,IMDb,6.5
Ben and Holly's Little Kingdom,2009,all,Netflix,1,IMDb,7.4
The Alcàsser Murders,2019,18+,Netflix,1,IMDb,7.1
Scare Tactics,2003,16+,Netflix,1,IMDb,6.7
(Un)Well,2020,18+,Netflix,1,IMDb,6.4
The Houseboat,2021,18+,Netflix,1,IMDb,7.3
The Stranded,2019,18+,Netflix,1,IMDb,6.3
Chelsea,2016,18+,Netflix,1,IMDb,6
Transformers: Rescue Bots,2012,7+,Netflix,1,IMDb,6.5
Stay Here,2018,7+,Netflix,1,IMDb,7.5
Murder Maps,2015,16+,Netflix,1,IMDb,7.5
Filinta: An Ottoman Policeman,2014,16+,Netflix,1,IMDb,6.8
White Rabbit Project,2016,7+,Netflix,1,IMDb,6.9
Mystery Lab,2020,7+,Netflix,1,IMDb,7.7
Pandemic: How to Prevent an Outbreak,2020,16+,Netflix,1,IMDb,6.4
